"seqnames","start","end","annotation","distanceToTSS","SYMBOL","GENENAME"
"chr2",111667635,111667738,"Intron (ENST00000644013.1/541471, intron 1 of 7)",-29204,"MIR4435-2HG","MIR4435-2 host gene"
"chr9",34612912,34613042,"Promoter (<=1kb)",-808,"RPP25L","ribonuclease P/MRP subunit p25 like"
"chr7",135335790,135335881,"Distal Intergenic",-18038,"LOC107984123","uncharacterized LOC107984123"
"chr2",230913542,230913652,"Intron (ENST00000770132.1/ENST00000770132.1, intron 1 of 2)",11574,"GPR55","G protein-coupled receptor 55"
"chr18",22813791,22813881,"Intron (ENST00000583700.5/5932, intron 1 of 4)",13433,"RBBP8-AS1","RBBP8 antisense RNA 1"
"chr17",78708634,78708745,"Intron (ENST00000585509.5/9267, intron 2 of 13)",8280,"CYTH1","cytohesin 1"
"chr4",128863550,128863789,"3' UTR",32117,"JADE1","jade family PHD finger 1"
"chr21",21101993,21102232,"Intron (ENST00000400546.6/4685, intron 1 of 17)",103584,"NCAM2","neural cell adhesion molecule 2"
"chr7",142459596,142459712,"Distal Intergenic",-187343,"PRSS59P","serine protease 59, pseudogene"
"chr15",52183696,52183814,"Promoter (1-2kb)",-1690,"CERNA1","competing endogenous lncRNA 1 for miR-4707-5p and miR-4767"
"chr13",41459030,41459132,"Promoter (1-2kb)",1480,"RGCC","regulator of cell cycle"
"chr12",106345950,106346062,"Exon (ENST00000770325.1/ENST00000770325.1, exon 1 of 3)",-11686,"POLR3B","RNA polymerase III subunit B"
"chr12",104877253,104877362,"Intron (ENST00000258538.8/84102, intron 6 of 10)",-43074,"SLC41A2","solute carrier family 41 member 2"
"chr19",16417841,16417954,"3' UTR",3479,"EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1"
"chr4",109978040,109978165,"Promoter (1-2kb)",1953,"EGF","epidermal growth factor"
"chr3",133041362,133041466,"Promoter (<=1kb)",-320,"TMEM108","transmembrane protein 108"
"chr9",123399893,123400019,"Promoter (2-3kb)",2584,"MIR601","microRNA 601"
"chr10",49281607,49281678,"Distal Intergenic",17139,"C10orf71-AS1","C10orf71 antisense RNA 1"
"chr9",19028973,19029084,"Intron (ENST00000649457.1/158297, intron 1 of 11)",4125,"SAXO1","stabilizer of axonemal microtubules 1"
"chr16",52912701,52912768,"Distal Intergenic",140105,"CHD9NB","CHD9 neighbor"
"chr6",24205117,24205187,"Promoter (<=1kb)",116,"DCDC2","doublecortin domain containing 2"
"chr7",26686512,26686606,"Intron (ENST00000345317.7/8935, intron 10 of 12)",-20378,"SKAP2","src kinase associated phosphoprotein 2"
"chr1",111441701,111441810,"Intron (ENST00000235090.10/79084, intron 9 of 9)",5722,"WDR77","WD repeat domain 77"
"chr20",20825105,20825221,"Exon (ENST00000796627.1/ENST00000796627.1, exon 1 of 2)",80684,"LOC105372555","uncharacterized LOC105372555"
"chr19",40155774,40155873,"Intron (ENST00000833744.1/ENST00000833744.1, intron 2 of 3)",-35553,"MAP3K10","mitogen-activated protein kinase kinase kinase 10"
"chr4",186201984,186202089,"Promoter (2-3kb)",-2292,"CYP4V2","cytochrome P450 family 4 subfamily V member 2"
"chr17",19317371,19317516,"Intron (ENST00000314728.10/22905, intron 7 of 10)",4459,"EPN2","epsin 2"
"chr2",198296790,198296929,"Intron (ENST00000625084.1/ENST00000625084.1, intron 1 of 1)",17785,"LINC01923","long intergenic non-protein coding RNA 1923"
"chr13",44483826,44483928,"Intron (ENST00000458659.3/8848, intron 1 of 2)",-9525,"TSC22D1","TSC22 domain family member 1"
"chr3",159252915,159253025,"Intron (ENST00000639147.2/100505385, intron 2 of 3)",-20219,"SCHIP1","schwannomin interacting protein 1"
"chr6",140921755,140921878,"Distal Intergenic",-23283,"LOC102723724","uncharacterized LOC102723724"
"chr4",17472416,17472655,"Intron (ENST00000513615.5/5860, intron 6 of 6)",19853,"QDPR","quinoid dihydropteridine reductase"
"chr5",173925609,173925732,"Intron (ENST00000265085.10/80315, intron 2 of 9)",-6718,"CPEB4","cytoplasmic polyadenylation element binding protein 4"
"chr13",26873003,26873105,"Distal Intergenic",-112217,"GPR12","G protein-coupled receptor 12"
"chr1",150516807,150516916,"Promoter (<=1kb)",890,"FALEC","focally amplified lncRNA regulator of ECM1"
"chr2",137838551,137838790,"Distal Intergenic",-125230,"HNMT","histamine N-methyltransferase"
"chr10",101214818,101214954,"Exon (ENST00000796985.1/ENST00000796985.1, exon 1 of 2)",-6796,"LOC124902491","uncharacterized LOC124902491"
"chr20",8790607,8790707,"Promoter (<=1kb)",385,"PLCB1","phospholipase C beta 1"
"chr15",33964226,33964328,"Intron (ENST00000675287.1/57099, intron 6 of 11)",-4169,"CHRM5","cholinergic receptor muscarinic 5"
"chr12",103884364,103884481,"Promoter (1-2kb)",-1776,"TTC41P","tetratricopeptide repeat domain 41, pseudogene"
"chr8",142738845,142738907,"Promoter (<=1kb)",808,"SLURP2-AS1","SLURP2 antisense RNA 1"
"chr15",56052940,56053024,"Distal Intergenic",-59280,"NEDD4","NEDD4 E3 ubiquitin protein ligase"
"chr6",104941537,104941654,"Promoter (<=1kb)",-87,"LIN28B-AS1","LIN28B antisense RNA 1"
"chr4",1910782,1910872,"Intron (ENST00000508803.6/7468, intron 3 of 21)",-7560,"NSD2","nuclear receptor binding SET domain protein 2"
"chr9",88593948,88594007,"Distal Intergenic",58113,"LINC02843","long intergenic non-protein coding RNA 2843"
"chr14",39368511,39368591,"Intron (ENST00000341502.9/4253, intron 23 of 23)",20966,"MIA2","MIA SH3 domain ER export factor 2"
"chr2",197777949,197778065,"Intron (ENST00000430004.5/66037, intron 3 of 11)",6945,"BOLL","boule RNA binding protein"
"chr2",171086940,171087014,"Intron (ENST00000360843.7/9874, intron 2 of 21)",4796,"TLK1","tousled like kinase 1"
"chr7",144063876,144063976,"Distal Intergenic",-5835,"OR2A25","olfactory receptor family 2 subfamily A member 25"
"chr8",125912038,125912154,"Intron (ENST00000651999.1/105375746, intron 6 of 7)",38996,"LINC00861","long intergenic non-protein coding RNA 861"
"chr4",158253472,158253581,"3' UTR",16135,"TMEM144","transmembrane protein 144"
"chr1",5980518,5980596,"Intron (ENST00000478423.6/261734, intron 1 of 25)",-10331,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"chr11",124866388,124866509,"Promoter (<=1kb)",956,"ROBO3","roundabout guidance receptor 3"
"chr9",37411430,37411535,"Promoter (2-3kb)",-2307,"LOC124902154","uncharacterized LOC124902154"
"chr4",186946789,186946912,"Intron (ENST00000839407.1/102723906, intron 1 of 6)",55856,"LOC105377599","uncharacterized LOC105377599"
"chr22",36277746,36277855,"Distal Intergenic",8166,"MYH9","myosin heavy chain 9"
"chr19",4233465,4233564,"Promoter (<=1kb)",434,"EBI3","Epstein-Barr virus induced 3"
"chr2",74762855,74762973,"Intron (ENST00000690069.2/102724497, intron 3 of 3)",15535,"LOC102724482","uncharacterized LOC102724482"
"chr13",108961672,108961767,"Intron (ENST00000356711.7/23026, intron 18 of 34)",106376,"MYO16","myosin XVI"
"chr12",107610404,107610525,"Exon (ENST00000548473.1/ENST00000548473.1, exon 2 of 2)",-24307,"ABTB3","ankyrin repeat and BTB domain containing 3"
"chr3",141279475,141279562,"3' UTR",6810,"PXYLP1","2-phosphoxylose phosphatase 1"
"chr14",21103671,21103800,"Promoter (<=1kb)",-92,"ZNF219","zinc finger protein 219"
"chr7",128322120,128322359,"Promoter (<=1kb)",-695,"RBM28","RNA binding motif protein 28"
"chr11",33543083,33543210,"Promoter (<=1kb)",752,"KIAA1549L","KIAA1549 like"
"chr2",121748316,121748422,"Intron (ENST00000455432.5/7247, intron 1 of 5)",-7123,"TSN","translin"
"chr8",144730174,144730306,"Exon (ENST00000775706.1/100996662, exon 3 of 3)",-5444,"LOC107986986","uncharacterized LOC107986986"
"chr16",88784279,88784397,"Promoter (<=1kb)",823,"PIEZO1","piezo type mechanosensitive ion channel component 1 (Er blood group)"
"chr17",82775122,82775229,"Intron (ENST00000682479.1/6904, intron 7 of 39)",-7442,"TBCD","tubulin folding cofactor D"
"chrX",120486113,120486326,"Distal Intergenic",-16748,"LAMP2","lysosomal associated membrane protein 2"
"chr5",73497013,73497252,"Promoter (1-2kb)",-1156,"BTF3","basic transcription factor 3"
"chr18",31741256,31741344,"Intron (ENST00000723812.1/ENST00000723812.1, intron 1 of 1)",-15908,"B4GALT6","beta-1,4-galactosyltransferase 6"
"chr14",76645067,76645179,"Intron (ENST00000554926.1/105370577, intron 1 of 3)",81533,"LOC105370577","uncharacterized LOC105370577"
"chr20",25470156,25470281,"Intron (ENST00000278886.11/22981, intron 17 of 23)",-5484,"NINL","ninein like"
"chr1",202122739,202122863,"Promoter (<=1kb)",-23,"GPR37L1","G protein-coupled receptor 37 like 1"
"chr1",117816123,117816243,"Intron (ENST00000844044.1/ENST00000844044.1, intron 2 of 3)",71490,"GDAP2","ganglioside induced differentiation associated protein 2"
"chr4",143399517,143399581,"Intron (ENST00000262994.9/2549, intron 1 of 9)",8007,"GAB1","GRB2 associated binding protein 1"
"chr16",25708143,25708249,"Intron (ENST00000331351.6/9951, intron 1 of 1)",16184,"HS3ST4","heparan sulfate-glucosamine 3-sulfotransferase 4"
"chr13",100588783,100588914,"Promoter (<=1kb)",0,"GGACT","gamma-glutamylamine cyclotransferase"
"chr2",208466424,208466663,"Exon (ENST00000442718.1/ENST00000442718.1, exon 1 of 1)",-3187,"PTH2R","parathyroid hormone 2 receptor"
"chr5",102223972,102224067,"Distal Intergenic",72217,"SLCO4C1","solute carrier organic anion transporter family member 4C1"
"chr9",136089777,136089872,"Intron (ENST00000277554.4/138151, intron 1 of 5)",5417,"NACC2","NACC family member 2"
"chr16",12896725,12896825,"Distal Intergenic",-4773,"SHISA9","shisa family member 9"
"chr20",50279091,50279210,"Promoter (1-2kb)",1557,"PELATON","plaque enriched lncRNA in atherosclerotic and inflammatory bowel macrophage regulation"
"chr5",148374941,148375008,"Intron (ENST00000667608.1/124901185, intron 2 of 4)",8546,"FBXO38-DT","FBXO38 divergent transcript"
"chr17",72118715,72118830,"Promoter (<=1kb)",-283,"SOX9-AS1","SOX9 antisense RNA 1"
"chr1",54663875,54663982,"Exon (ENST00000472987.5/374977, exon 4 of 4)",9788,"MROH7","maestro heat like repeat family member 7"
"chr12",48157588,48157666,"Promoter (<=1kb)",0,"ASB8","ankyrin repeat and SOCS box containing 8"
"chr4",177339889,177340013,"Intron (ENST00000264596.4/55247, intron 5 of 9)",17019,"LOC105377558","uncharacterized LOC105377558"
"chr12",127363539,127363605,"Distal Intergenic",-11918,"LINC02375","long intergenic non-protein coding RNA 2375"
"chr10",96830653,96830743,"Promoter (1-2kb)",-1511,"LCOR","ligand dependent nuclear receptor corepressor"
"chr5",142713176,142713366,"Promoter (2-3kb)",-2863,"LINC01844","long intergenic non-protein coding RNA 1844"
"chr3",179069289,179069391,"Promoter (2-3kb)",2175,"ZMAT3","zinc finger matrin-type 3"
"chr14",104094757,104094889,"Promoter (1-2kb)",1266,"ASPG","asparaginase"
"chr6",32116860,32116956,"Promoter (<=1kb)",654,"ATF6B","activating transcription factor 6 beta"
"chr3",122101723,122101817,"Intron (ENST00000330540.7/942, intron 2 of 6)",10122,"CD86","CD86 molecule"
"chr1",109649802,109649865,"Distal Intergenic",-6234,"GSTM4","glutathione S-transferase mu 4"
"chr9",69672966,69673094,"Promoter (<=1kb)",0,"APBA1","amyloid beta precursor protein binding family A member 1"
"chr20",2351952,2352082,"Distal Intergenic",-28819,"TGM6","transglutaminase 6"
"chr2",172226479,172226598,"Intron (ENST00000715288.1/104326193, intron 3 of 5)",-7618,"ITGA6","integrin subunit alpha 6"
"chr3",130243005,130243101,"Promoter (1-2kb)",-1360,"COL6A4P2","collagen type VI alpha 4 pseudogene 2"
"chr9",124480657,124480788,"Distal Intergenic",12099,"ADGRD2","adhesion G protein-coupled receptor D2"
"chr12",75527054,75527131,"Intron (ENST00000741378.1/105369844, intron 2 of 2)",-15418,"KRR1","KRR1 small subunit processome component"
"chr3",3196279,3196394,"Distal Intergenic",-16552,"CRBN","cereblon"
"chr20",49537227,49537330,"Intron (ENST00000244043.5/5740, intron 5 of 9)",30786,"PTGIS","prostaglandin I2 synthase"
"chr1",165073528,165073609,"Distal Intergenic",-137018,"LMX1A-AS2","LMX1A antisense RNA 2"
"chr7",55254898,55255137,"Promoter (<=1kb)",0,"ELDR","EGFR long non-coding downstream RNA"
"chr9",133726430,133726543,"Intron (ENST00000439388.6/1757, intron 6 of 20)",7500,"SARDH","sarcosine dehydrogenase"
"chr17",15260877,15261000,"Promoter (<=1kb)",0,"LOC124903931","uncharacterized LOC124903931"
"chr6",39892650,39892776,"Intron (ENST00000633794.1/23500, intron 20 of 25)",4476,"DAAM2-AS1","DAAM2 antisense RNA 1"
"chr10",98045939,98045999,"Distal Intergenic",-15111,"CRTAC1","cartilage acidic protein 1"
"chr2",38926089,38926220,"Promoter (2-3kb)",-2560,"ARHGEF33","Rho guanine nucleotide exchange factor 33"
"chr10",3222140,3222234,"Distal Intergenic",-20881,"LOC105376353","mucin-5AC-like"
"chr1",109790954,109791070,"Intron (ENST00000811194.1/ENST00000811194.1, intron 1 of 2)",-26927,"EPS8L3","EPS8 signaling adaptor L3"
"chr22",35155001,35155128,"Intron (ENST00000798716.1/104310353, intron 3 of 3)",75927,"LINC01399","long intergenic non-protein coding RNA 1399"
"chrX",20067297,20067424,"Intron (ENST00000379651.7/256714, intron 1 of 15)",-41354,"MAP7D2","MAP7 domain containing 2"
"chr20",209091,209205,"Distal Intergenic",-18053,"DEFB129","defensin beta 129"
"chr3",99808345,99808430,"Intron (ENST00000742007.1/ENST00000742007.1, intron 1 of 1)",-9407,"CMSS1","cms1 ribosomal small subunit homolog"
"chrX",68511413,68511516,"Promoter (<=1kb)",-291,"YIPF6","Yip1 domain family member 6"
"chr17",64774560,64774621,"Intron (ENST00000578492.5/109286553, intron 2 of 11)",4048,"ARHGAP27P1-BPTFP1-KPNA2P3","ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene"
"chr15",77870584,77870671,"Exon (ENST00000846348.1/ENST00000846348.1, exon 1 of 2)",45130,"GOLGA6FP","golgin A6 family member F, pseudogene"
"chr8",13133201,13133313,"Promoter (<=1kb)",0,"DLC1","DLC1 Rho GTPase activating protein"
"chr12",131623796,131623936,"Distal Intergenic",-31400,"LOC105370084","uncharacterized LOC105370084"
"chr7",30074577,30074664,"Intron (ENST00000622102.4/84725, intron 13 of 13)",28367,"PLEKHA8","pleckstrin homology domain containing A8"
"chr11",75408014,75408086,"Intron (ENST00000527446.5/6188, intron 6 of 6)",3593,"SNORD15B","small nucleolar RNA, C/D box 15B"
"chr14",36553766,36553917,"Intron (ENST00000634305.1/ENST00000634305.1, intron 3 of 3)",28697,"NKX2-8","NK2 homeobox 8"
"chr10",99560665,99560786,"Distal Intergenic",27723,"NKX2-3","NK2 homeobox 3"
"chr1",21703474,21703569,"Promoter (1-2kb)",1046,"USP48","ubiquitin specific peptidase 48"
"chr3",112013668,112013785,"3' UTR",12896,"TAGLN3","transgelin 3"
"chr7",74183829,74183909,"Promoter (<=1kb)",7,"EIF4H","eukaryotic translation initiation factor 4H"
"chr8",144343158,144343281,"Intron (ENST00000675888.1/79581, intron 1 of 4)",-6676,"SCRT1","scratch family transcriptional repressor 1"
"chr8",98383264,98383324,"Intron (ENST00000649151.1/6788, intron 4 of 5)",4923,"STK3","serine/threonine kinase 3"
"chr6",105793213,105793452,"Intron (ENST00000644129.1/105377923, intron 3 of 3)",82868,"LOC105377923","uncharacterized LOC105377923"
"chr20",23179023,23179142,"Promoter (<=1kb)",49,"LINC03125","long intergenic non-protein coding RNA 3125"
"chr3",45092258,45092362,"Intron (ENST00000296129.6/64866, intron 6 of 8)",15709,"LOC124906233","uncharacterized LOC124906233"
"chr12",7907238,7907350,"Distal Intergenic",15939,"SLC2A3","solute carrier family 2 member 3"
"chr2",174158119,174158250,"Intron (ENST00000284719.8/29789, intron 4 of 10)",-33804,"OLA1","Obg like ATPase 1"
"chr5",113511021,113511087,"Promoter (2-3kb)",2542,"LOC124901046","uncharacterized LOC124901046"
"chr4",53804899,53805011,"Intron (ENST00000507166.5/5156, intron 12 of 23)",-94860,"LOC124900702","uncharacterized LOC124900702"
"chr7",1548537,1548666,"Promoter (2-3kb)",2264,"TMEM184A","transmembrane protein 184A"
"chr8",101646387,101646484,"Intron (ENST00000646743.1/79977, intron 13 of 15)",9617,"GRHL2","grainyhead like transcription factor 2"
"chrX",115690737,115690830,"Distal Intergenic",50433,"PLS3","plastin 3"
"chr4",89254883,89254979,"Intron (ENST00000609438.2/285513, intron 1 of 1)",52602,"GPRIN3","GPRIN family member 3"
"chr17",38492127,38492272,"Promoter (1-2kb)",1642,"ARHGAP23","Rho GTPase activating protein 23"
"chr1",107529678,107529805,"Distal Intergenic",143844,"VAV3","vav guanine nucleotide exchange factor 3"
"chr4",5142844,5143083,"Intron (ENST00000282908.10/55351, intron 2 of 11)",3208,"STK32B","serine/threonine kinase 32B"
"chr3",17032548,17032659,"Intron (ENST00000615277.5/23228, intron 3 of 5)",11533,"PLCL2-AS1","PLCL2 antisense RNA 1"
"chr2",84495683,84495748,"Distal Intergenic",-20707,"DNAH6","dynein axonemal heavy chain 6"
"chr10",110138366,110138434,"Distal Intergenic",10944,"LOC105378479","uncharacterized LOC105378479"
"chr6",139250738,139250806,"Promoter (<=1kb)",0,"LOC102723690","uncharacterized LOC102723690"
"chr6",85923053,85923149,"Promoter (<=1kb)",-63,"LOC101928842","uncharacterized LOC101928842"
"chr1",1376451,1376515,"Promoter (1-2kb)",-1244,"AURKAIP1","aurora kinase A interacting protein 1"
"chr12",47819205,47819347,"Promoter (<=1kb)",0,"HDAC7","histone deacetylase 7"
"chr12",84874699,84874812,"Promoter (<=1kb)",-171,"SLC6A15","solute carrier family 6 member 15"
"chr11",36744734,36744794,"Intron (ENST00000817320.1/107984326, intron 3 of 3)",41517,"LOC107984326","uncharacterized LOC107984326"
"chr4",158496189,158496248,"Intron (ENST00000460056.6/59350, intron 2 of 19)",13660,"RXFP1-AS1","RXFP1 antisense RNA 1"
"chr4",144174510,144174597,"Intron (ENST00000641741.2/105377460, intron 11 of 12)",-3674,"LOC105377460","uncharacterized LOC105377460"
"chr20",53124402,53124530,"Intron (ENST00000371497.10/128553, intron 1 of 2)",-60753,"TSHZ2","teashirt zinc finger homeobox 2"
"chr4",163555008,163555126,"Intron (ENST00000274056.11/55016, intron 4 of 5)",37936,"TMA16","translation machinery associated 16 homolog"
"chr4",122931037,122931135,"Promoter (2-3kb)",-2284,"AFG2A","AAA ATPase AFG2A"
"chr22",19474573,19474662,"Intron (ENST00000263202.15/7353, intron 3 of 11)",4269,"UFD1","ubiquitin recognition factor in ER associated degradation 1"
"chr7",105013611,105013731,"Promoter (<=1kb)",392,"KMT2E-AS1","KMT2E antisense RNA 1"
"chr20",49133076,49133163,"Intron (ENST00000371856.7/6780, intron 6 of 13)",41100,"STAU1","staufen double-stranded RNA binding protein 1"
"chr16",78705798,78705921,"Intron (ENST00000683929.1/51741, intron 8 of 10)",90441,"LOC112268165","uncharacterized LOC112268165"
"chr19",9435535,9435659,"Promoter (<=1kb)",0,"LOC105372269","uncharacterized LOC105372269"
"chr10",123582292,123582369,"Intron (ENST00000451295.1/ENST00000451295.1, intron 2 of 2)",21932,"LINC02641","long intergenic non-protein coding RNA 2641"
"chr1",158036155,158036229,"Intron (ENST00000360089.8/55243, intron 1 of 12)",10605,"KIRREL1-IT1","KIRREL1 intronic transcript 1"
"chr19",3520509,3520748,"Promoter (2-3kb)",-2236,"FZR1","fizzy and cell division cycle 20 related 1"
"chr14",37198208,37198316,"Promoter (<=1kb)",115,"MIPOL1","mirror-image polydactyly 1"
"chr10",12253023,12253134,"Distal Intergenic",6969,"CDC123","cell division cycle 123"
"chr11",75597708,75597947,"Promoter (1-2kb)",1089,"MAP6","microtubule associated protein 6"
